Site,Exposure,year,depth,transect,Family,Functional.Group,species,abundance
LTMP3,Exposed,2015,shallow,2,Siganidae,Spongivore,sig.puel,2
LTMP3,Exposed,2015,shallow,3,Acanthuridae,Browser,nas.unic,3
LTMP3,Exposed,2015,shallow,3,Acanthuridae,Cropper,aca.ncus,21
LTMP3,Exposed,2015,shallow,3,Acanthuridae,Cropper,zeb.veli,2
LTMP3,Exposed,2015,shallow,3,Acanthuridae,Grazer,aca.duss,2
LTMP3,Exposed,2015,shallow,3,Acanthuridae,Grazer,aca.nuda,2
LTMP3,Exposed,2015,shallow,3,Acanthuridae,Grazer,aca.oliv,1
LTMP3,Exposed,2015,shallow,3,Acanthuridae,Grazer,cte.stri,15
LTMP3,Exposed,2015,shallow,3,Acanthuridae,Planktivore,nas.annu,1
LTMP3,Exposed,2015,shallow,3,Chaetodontidae,Obligate corallivore,cha.ttus,2
LTMP3,Exposed,2015,shallow,3,Haemulidae,Macroinvertivore,ple.line,16
LTMP3,Exposed,2015,shallow,3,Kyphosidae,Browser,kyp.vaig,5
LTMP3,Exposed,2015,shallow,3,Labridae,Hunting piscivore,tha.luna,6
LTMP3,Exposed,2015,shallow,3,Labridae,Macroinvertivore,che.chlo,1
LTMP3,Exposed,2015,shallow,3,Labridae,Macroinvertivore,cor.auyg,1
LTMP3,Exposed,2015,shallow,3,Labridae,Macroinvertivore,hal.hort,1
LTMP3,Exposed,2015,shallow,3,Labridae,Microinvertivore,hal.mela,4
LTMP3,Exposed,2015,shallow,3,Labridae,Microinvertivore,lab.dimi,5
LTMP3,Exposed,2015,shallow,3,Labridae,Omnivore,tha.hard,5
LTMP3,Exposed,2015,shallow,3,Labridae,Omnivore,tha.lute,2
LTMP3,Exposed,2015,shallow,3,Nemipteridae,Macroinvertivore,sco.bili,4
LTMP3,Exposed,2015,shallow,3,Pomacanthidae,Omnivore,cen.bico,2
LTMP3,Exposed,2015,shallow,3,Pomacentridae,Extensive farmer,pgy.lacr,1
LTMP3,Exposed,2015,shallow,3,Pomacentridae,Indeterminate farmer,pom.chry,2
LTMP3,Exposed,2015,shallow,3,Pomacentridae,Intensive farmer,ste.apic,4
LTMP3,Exposed,2015,shallow,3,Pomacentridae,Omnivore,pom.ambo,1
LTMP3,Exposed,2015,shallow,3,Pomacentridae,Planktivore,acn.poly,1
LTMP3,Exposed,2015,shallow,3,Pomacentridae,Planktivore,chy.flav,41
LTMP3,Exposed,2015,shallow,3,Pomacentridae,Planktivore,pom.coel,87
LTMP3,Exposed,2015,shallow,3,Scaridae,Excavator,cet.bico,1
LTMP3,Exposed,2015,shallow,3,Scaridae,Excavator,chs.micr,4
LTMP3,Exposed,2015,shallow,3,Scaridae,Excavator,chs.sord,2
LTMP3,Exposed,2015,shallow,3,Scaridae,Scraper,sca.rivu,4
LTMP3,Exposed,2015,shallow,3,Serranidae,Carnivore,epi.fasc,2
LTMP3,Exposed,2015,shallow,3,Serranidae,Carnivore,epi.macu,2
LTMP3,Exposed,2015,shallow,3,Serranidae,Hunting piscivore,pms.leop,1
LTMP3,Exposed,2015,shallow,3,Siganidae,Browser,sig.cora,2
LTMP3,Exposed,2015,shallow,3,Siganidae,Browser,sig.doli,2
LTMP3,Exposed,2015,shallow,3,Siganidae,Browser,sig.punc,6
LTMP3,Exposed,2015,shallow,3,Siganidae,Browser,sig.vulp,4
Monkey's Butt,Lagoon,2011,deep,1,Acanthuridae,Grazer,cte.stri,2
Monkey's Butt,Lagoon,2011,deep,1,Caesionidae,Planktivore,cae.tere,75
Monkey's Butt,Lagoon,2011,deep,1,Caesionidae,Planktivore,pte.diag,150
Monkey's Butt,Lagoon,2011,deep,1,Carcharhinidae,Carnivore,car.alby,1
Monkey's Butt,Lagoon,2011,deep,1,Chaetodontidae,Obligate corallivore,cha.afas,1
Monkey's Butt,Lagoon,2011,deep,1,Chaetodontidae,Obligate corallivore,cha.ttus,1
Monkey's Butt,Lagoon,2011,deep,1,Haemulidae,Carnivore,dia.pict,1
Monkey's Butt,Lagoon,2011,deep,1,Labridae,Carnivore,epb.insi,2
Monkey's Butt,Lagoon,2011,deep,1,Labridae,Hunting piscivore,tha.luna,1
Monkey's Butt,Lagoon,2011,deep,1,Labridae,Macroinvertivore,che.fasc,1
Monkey's Butt,Lagoon,2011,deep,1,Labridae,Macroinvertivore,hem.melt,1
Monkey's Butt,Lagoon,2011,deep,1,Lethrinidae,Macroinvertivore,gym.micr,1
Monkey's Butt,Lagoon,2011,deep,1,Lethrinidae,Macroinvertivore,let.letj,2
Monkey's Butt,Lagoon,2011,deep,1,Lethrinidae,Macroinvertivore,let.obso,3
Monkey's Butt,Lagoon,2011,deep,1,Lutjanidae,Carnivore,lut.carp,2
Monkey's Butt,Lagoon,2011,deep,1,Lutjanidae,Carnivore,lut.flma,30
Monkey's Butt,Lagoon,2011,deep,1,Lutjanidae,Carnivore,lut.quin,2
Monkey's Butt,Lagoon,2011,deep,1,Lutjanidae,Carnivore,lut.russ,3
Monkey's Butt,Lagoon,2011,deep,1,Lutjanidae,Carnivore,mcr.nigr,1
Monkey's Butt,Lagoon,2011,deep,1,Mullidae,Macroinvertivore,par.mult,1
Monkey's Butt,Lagoon,2011,deep,1,Nemipteridae,Carnivore,sco.marg,1
Monkey's Butt,Lagoon,2011,deep,1,Pomacanthidae,Omnivore,cen.bico,4
Monkey's Butt,Lagoon,2011,deep,1,Pomacentridae,Indeterminate farmer,pom.adel,6
Monkey's Butt,Lagoon,2011,deep,1,Pomacentridae,Intensive farmer,dis.pros,1
Monkey's Butt,Lagoon,2011,deep,1,Pomacentridae,Omnivore,amb.leuc,14
Monkey's Butt,Lagoon,2011,deep,1,Pomacentridae,Omnivore,pom.ambo,11
Monkey's Butt,Lagoon,2011,deep,1,Pomacentridae,Omnivore,pom.brac,19
Monkey's Butt,Lagoon,2011,deep,1,Pomacentridae,Omnivore,pom.molu,20
Monkey's Butt,Lagoon,2011,deep,1,Pomacentridae,Planktivore,amb.cura,13
Monkey's Butt,Lagoon,2011,deep,1,Pomacentridae,Planktivore,chr.tern,65
Monkey's Butt,Lagoon,2011,deep,1,Pomacentridae,Planktivore,chy.roll,9
Monkey's Butt,Lagoon,2011,deep,1,Pomacentridae,Planktivore,neo.cyan,1
Monkey's Butt,Lagoon,2011,deep,1,Scaridae,Excavator,chs.micr,2
Monkey's Butt,Lagoon,2011,deep,1,Scaridae,Excavator,chs.sord,1
Monkey's Butt,Lagoon,2011,deep,1,Scaridae,Scraper,sca.dimi,2
Monkey's Butt,Lagoon,2011,deep,1,Scaridae,Scraper,sca.flav,5
Monkey's Butt,Lagoon,2011,deep,1,Scaridae,Scraper,sca.nigr,2
Monkey's Butt,Lagoon,2011,deep,1,Scombridae,Carnivore,grm.bili,1
Monkey's Butt,Lagoon,2011,deep,1,Serranidae,Carnivore,cep.cyan,1
Monkey's Butt,Lagoon,2011,deep,1,Serranidae,Hunting piscivore,pms.leop,2
Monkey's Butt,Lagoon,2011,deep,1,Siganidae,Browser,sig.pmus,1
Monkey's Butt,Lagoon,2011,deep,1,Siganidae,Grazer,sig.line,1
Monkey's Butt,Lagoon,2011,deep,1,Sphyraenidae,Hunting piscivore,sph.qeni,1
Monkey's Butt,Lagoon,2011,deep,2,Acanthuridae,Cropper,zeb.veli,1
Monkey's Butt,Lagoon,2011,deep,2,Acanthuridae,Grazer,cte.bino,2
Monkey's Butt,Lagoon,2011,deep,2,Carangidae,Carnivore,crg.orth,4
Monkey's Butt,Lagoon,2011,deep,2,Carangidae,Carnivore,crg.plag,2
Monkey's Butt,Lagoon,2011,deep,2,Chaetodontidae,Microinvertivore,chm.rost,1
Monkey's Butt,Lagoon,2011,deep,2,Chaetodontidae,Obligate corallivore,cha.afas,1
Monkey's Butt,Lagoon,2011,deep,2,Chaetodontidae,Obligate corallivore,cha.ttus,2
Monkey's Butt,Lagoon,2011,deep,2,Chaetodontidae,Omnivore,cha.vaga,1
Monkey's Butt,Lagoon,2011,deep,2,Chaetodontidae,Omnivore,hen.acum,3
Monkey's Butt,Lagoon,2011,deep,2,Labridae,Hunting piscivore,oxy.diag,1
Monkey's Butt,Lagoon,2011,deep,2,Labridae,Macroinvertivore,che.fasc,1
Monkey's Butt,Lagoon,2011,deep,2,Labridae,Macroinvertivore,cho.fasc,1
Monkey's Butt,Lagoon,2011,deep,2,Lutjanidae,Carnivore,lut.russ,5
Monkey's Butt,Lagoon,2011,deep,2,Nemipteridae,Carnivore,sco.marg,1
Monkey's Butt,Lagoon,2011,deep,2,Pomacentridae,Extensive farmer,pom.gram,1
Monkey's Butt,Lagoon,2011,deep,2,Pomacentridae,Indeterminate farmer,pom.adel,5
Monkey's Butt,Lagoon,2011,deep,2,Pomacentridae,Intensive farmer,dis.pers,3
Monkey's Butt,Lagoon,2011,deep,2,Pomacentridae,Omnivore,pom.ambo,3
Monkey's Butt,Lagoon,2011,deep,2,Pomacentridae,Omnivore,pom.brac,44
Monkey's Butt,Lagoon,2011,deep,2,Pomacentridae,Omnivore,pom.molu,62
Monkey's Butt,Lagoon,2011,deep,2,Pomacentridae,Planktivore,amb.cura,9
Monkey's Butt,Lagoon,2011,deep,2,Pomacentridae,Planktivore,chr.tern,1
Monkey's Butt,Lagoon,2011,deep,2,Pomacentridae,Planktivore,chy.roll,4
Monkey's Butt,Lagoon,2011,deep,2,Pomacentridae,Planktivore,das.reti,2
Monkey's Butt,Lagoon,2011,deep,2,Pomacentridae,Planktivore,neo.azys,12
Monkey's Butt,Lagoon,2011,deep,2,Scaridae,Scraper,sca.flav,2
Monkey's Butt,Lagoon,2011,deep,2,Scaridae,Scraper,sca.spin,3
Monkey's Butt,Lagoon,2011,deep,2,Serranidae,Carnivore,cep.cyan,3
Monkey's Butt,Lagoon,2011,deep,2,Siganidae,Grazer,sig.line,8
Monkey's Butt,Lagoon,2011,deep,3,Acanthuridae,Cropper,zeb.veli,1
Monkey's Butt,Lagoon,2011,deep,3,Acanthuridae,Grazer,cte.bino,2
Monkey's Butt,Lagoon,2011,deep,3,Acanthuridae,Grazer,cte.stri,2
Monkey's Butt,Lagoon,2011,deep,3,Balistidae,Omnivore,blp.undu,1
Monkey's Butt,Lagoon,2011,deep,3,Caesionidae,Planktivore,cae.tere,2
Monkey's Butt,Lagoon,2011,deep,3,Chaetodontidae,Facultative corallivore,cha.mela,1
Monkey's Butt,Lagoon,2011,deep,3,Chaetodontidae,Facultative corallivore,cha.ulie,1
Monkey's Butt,Lagoon,2011,deep,3,Chaetodontidae,Obligate corallivore,cha.rain,2
Monkey's Butt,Lagoon,2011,deep,3,Chaetodontidae,Obligate corallivore,cha.ttus,7
Monkey's Butt,Lagoon,2011,deep,3,Chaetodontidae,Omnivore,cha.auri,1
Monkey's Butt,Lagoon,2011,deep,3,Ephippidae,Omnivore,plx.pinn,1
Monkey's Butt,Lagoon,2011,deep,3,Labridae,Hunting piscivore,tha.luna,5
Monkey's Butt,Lagoon,2011,deep,3,Labridae,Macroinvertivore,che.fasc,3
Monkey's Butt,Lagoon,2011,deep,3,Labridae,Microinvertivore,hal.mela,1
Monkey's Butt,Lagoon,2011,deep,3,Lethrinidae,Macroinvertivore,mon.gran,1
Monkey's Butt,Lagoon,2011,deep,3,Lutjanidae,Carnivore,lut.carp,1
Monkey's Butt,Lagoon,2011,deep,3,Lutjanidae,Carnivore,lut.flma,4
Monkey's Butt,Lagoon,2011,deep,3,Lutjanidae,Carnivore,lut.kasm,1
Monkey's Butt,Lagoon,2011,deep,3,Lutjanidae,Carnivore,lut.quin,8
Monkey's Butt,Lagoon,2011,deep,3,Lutjanidae,Carnivore,lut.russ,1
Monkey's Butt,Lagoon,2011,deep,3,Pomacanthidae,Omnivore,cen.bico,3
Monkey's Butt,Lagoon,2011,deep,3,Pomacanthidae,Omnivore,poc.sexs,2
Monkey's Butt,Lagoon,2011,deep,3,Pomacentridae,Extensive farmer,hgy.plag,2
Monkey's Butt,Lagoon,2011,deep,3,Pomacentridae,Extensive farmer,pom.gram,1
Monkey's Butt,Lagoon,2011,deep,3,Pomacentridae,Indeterminate farmer,pom.adel,6
Monkey's Butt,Lagoon,2011,deep,3,Pomacentridae,Intensive farmer,dis.pros,4
Monkey's Butt,Lagoon,2011,deep,3,Pomacentridae,Omnivore,amb.leuc,4
Monkey's Butt,Lagoon,2011,deep,3,Pomacentridae,Omnivore,pom.ambo,7
Monkey's Butt,Lagoon,2011,deep,3,Pomacentridae,Omnivore,pom.brac,9
Monkey's Butt,Lagoon,2011,deep,3,Pomacentridae,Omnivore,pom.molu,15
Monkey's Butt,Lagoon,2011,deep,3,Pomacentridae,Planktivore,amb.cura,9
Monkey's Butt,Lagoon,2011,deep,3,Pomacentridae,Planktivore,chy.roll,1
Monkey's Butt,Lagoon,2011,deep,3,Scaridae,Scraper,sca.flav,12
Monkey's Butt,Lagoon,2011,deep,3,Scaridae,Scraper,sca.nigr,1
Monkey's Butt,Lagoon,2011,deep,3,Scaridae,Scraper,sca.rivu,1
Monkey's Butt,Lagoon,2011,deep,3,Scaridae,Scraper,sca.spin,1
Monkey's Butt,Lagoon,2011,deep,3,Siganidae,Browser,sig.doli,2
Monkey's Butt,Lagoon,2011,deep,3,Siganidae,Browser,sig.vulp,1
Monkey's Butt,Lagoon,2011,shallow,1,Acanthuridae,Cropper,aca.ncus,3
Monkey's Butt,Lagoon,2011,shallow,1,Acanthuridae,Cropper,zeb.scop,4
Monkey's Butt,Lagoon,2011,shallow,1,Acanthuridae,Grazer,aca.bloc,2
Monkey's Butt,Lagoon,2011,shallow,1,Acanthuridae,Grazer,aca.duss,1
Monkey's Butt,Lagoon,2011,shallow,1,Acanthuridae,Grazer,cte.stri,1
Monkey's Butt,Lagoon,2011,shallow,1,Acanthuridae,Planktivore,nas.vlam,1
Monkey's Butt,Lagoon,2011,shallow,1,Caesionidae,Planktivore,cae.cuni,34
Monkey's Butt,Lagoon,2011,shallow,1,Caesionidae,Planktivore,cae.tere,19
Monkey's Butt,Lagoon,2011,shallow,1,Chaetodontidae,Obligate corallivore,cha.baro,1
Monkey's Butt,Lagoon,2011,shallow,1,Chaetodontidae,Obligate corallivore,cha.ttus,5
Monkey's Butt,Lagoon,2011,shallow,1,Chaetodontidae,Omnivore,cha.auri,1
Monkey's Butt,Lagoon,2011,shallow,1,Labridae,Carnivore,epb.insi,1
Monkey's Butt,Lagoon,2011,shallow,1,Labridae,Hunting piscivore,oxy.diag,1
Monkey's Butt,Lagoon,2011,shallow,1,Labridae,Macroinvertivore,che.fasc,1
Monkey's Butt,Lagoon,2011,shallow,1,Lethrinidae,Macroinvertivore,let.letj,2
Monkey's Butt,Lagoon,2011,shallow,1,Lutjanidae,Carnivore,lut.flma,8
Monkey's Butt,Lagoon,2011,shallow,1,Lutjanidae,Carnivore,lut.quin,1
Monkey's Butt,Lagoon,2011,shallow,1,Mullidae,Macroinvertivore,mul.flav,5
Monkey's Butt,Lagoon,2011,shallow,1,Pomacanthidae,Omnivore,cen.bico,2
Monkey's Butt,Lagoon,2011,shallow,1,Pomacanthidae,Omnivore,poc.sexs,2
Monkey's Butt,Lagoon,2011,shallow,1,Pomacentridae,Extensive farmer,hgy.plag,1
Monkey's Butt,Lagoon,2011,shallow,1,Pomacentridae,Indeterminate farmer,pom.adel,6
Monkey's Butt,Lagoon,2011,shallow,1,Pomacentridae,Omnivore,amb.leuc,7
Monkey's Butt,Lagoon,2011,shallow,1,Pomacentridae,Omnivore,pom.ambo,2
Monkey's Butt,Lagoon,2011,shallow,1,Pomacentridae,Omnivore,pom.brac,48
Monkey's Butt,Lagoon,2011,shallow,1,Pomacentridae,Omnivore,pom.molu,69
Monkey's Butt,Lagoon,2011,shallow,1,Pomacentridae,Planktivore,amb.cura,8
Monkey's Butt,Lagoon,2011,shallow,1,Pomacentridae,Planktivore,chy.roll,13
Monkey's Butt,Lagoon,2011,shallow,1,Pomacentridae,Planktivore,neo.azys,33
Monkey's Butt,Lagoon,2011,shallow,1,Pomacentridae,Planktivore,pom.lepi,1
Monkey's Butt,Lagoon,2011,shallow,1,Scaridae,Excavator,chs.sord,6
Monkey's Butt,Lagoon,2011,shallow,1,Scaridae,Scraper,sca.alti,1
Monkey's Butt,Lagoon,2011,shallow,1,Scaridae,Scraper,sca.cham,1
Monkey's Butt,Lagoon,2011,shallow,1,Scaridae,Scraper,sca.flav,13
Monkey's Butt,Lagoon,2011,shallow,1,Scaridae,Scraper,sca.nigr,5
Monkey's Butt,Lagoon,2011,shallow,1,Siganidae,Browser,sig.pmus,2
Monkey's Butt,Lagoon,2011,shallow,1,Siganidae,Browser,sig.vulp,1
Monkey's Butt,Lagoon,2011,shallow,1,Siganidae,Spongivore,sig.puel,4
Monkey's Butt,Lagoon,2011,shallow,2,Acanthuridae,Cropper,aca.ncus,1
Monkey's Butt,Lagoon,2011,shallow,2,Acanthuridae,Grazer,cte.stri,2
Monkey's Butt,Lagoon,2011,shallow,2,Caesionidae,Planktivore,cae.tere,28
Monkey's Butt,Lagoon,2011,shallow,2,Carangidae,Carnivore,crg.orth,5
Monkey's Butt,Lagoon,2011,shallow,2,Chaetodontidae,Omnivore,cha.auri,1
Monkey's Butt,Lagoon,2011,shallow,2,Chaetodontidae,Omnivore,cha.vaga,1
Monkey's Butt,Lagoon,2011,shallow,2,Labridae,Hunting piscivore,tha.luna,2
Monkey's Butt,Lagoon,2011,shallow,2,Labridae,Macroinvertivore,che.fasc,2
Monkey's Butt,Lagoon,2011,shallow,2,Labridae,Macroinvertivore,cho.scho,2
Monkey's Butt,Lagoon,2011,shallow,2,Labridae,Macroinvertivore,cor.batu,1
Monkey's Butt,Lagoon,2011,shallow,2,Labridae,Macroinvertivore,hem.fasc,2
Monkey's Butt,Lagoon,2011,shallow,2,Labridae,Microinvertivore,hal.mela,5
Monkey's Butt,Lagoon,2011,shallow,2,Labridae,Microinvertivore,lab.dimi,3
Monkey's Butt,Lagoon,2011,shallow,2,Lutjanidae,Carnivore,lut.flma,7
Monkey's Butt,Lagoon,2011,shallow,2,Lutjanidae,Carnivore,lut.quin,1
Monkey's Butt,Lagoon,2011,shallow,2,Nemipteridae,Carnivore,sco.marg,1
Monkey's Butt,Lagoon,2011,shallow,2,Pomacanthidae,Omnivore,cen.bico,1
Monkey's Butt,Lagoon,2011,shallow,2,Pomacentridae,Extensive farmer,hgy.plag,5
Monkey's Butt,Lagoon,2011,shallow,2,Pomacentridae,Extensive farmer,pom.gram,4
Monkey's Butt,Lagoon,2011,shallow,2,Pomacentridae,Indeterminate farmer,pom.adel,15
Monkey's Butt,Lagoon,2011,shallow,2,Pomacentridae,Omnivore,pom.ambo,1
Monkey's Butt,Lagoon,2011,shallow,2,Pomacentridae,Omnivore,pom.brac,8
Monkey's Butt,Lagoon,2011,shallow,2,Pomacentridae,Omnivore,pom.molu,48
Monkey's Butt,Lagoon,2011,shallow,2,Pomacentridae,Planktivore,amb.cura,11
Monkey's Butt,Lagoon,2011,shallow,2,Pomacentridae,Planktivore,chy.roll,14
Monkey's Butt,Lagoon,2011,shallow,2,Pomacentridae,Planktivore,neo.azys,13
Monkey's Butt,Lagoon,2011,shallow,2,Scaridae,Excavator,chs.sord,3
Monkey's Butt,Lagoon,2011,shallow,2,Scaridae,Scraper,sca.flav,7
Monkey's Butt,Lagoon,2011,shallow,2,Serranidae,Carnivore,cep.argu,1
Monkey's Butt,Lagoon,2011,shallow,2,Serranidae,Carnivore,cep.cyan,1
Monkey's Butt,Lagoon,2011,shallow,2,Siganidae,Browser,sig.pmus,2
Monkey's Butt,Lagoon,2011,shallow,2,Siganidae,Grazer,sig.line,3
Monkey's Butt,Lagoon,2011,shallow,3,Acanthuridae,Cropper,aca.ncus,5
Monkey's Butt,Lagoon,2011,shallow,3,Chaetodontidae,Facultative corallivore,cha.ulie,3
Monkey's Butt,Lagoon,2011,shallow,3,Chaetodontidae,Obligate corallivore,cha.ttus,4
Monkey's Butt,Lagoon,2011,shallow,3,Labridae,Hunting piscivore,tha.luna,3
Monkey's Butt,Lagoon,2011,shallow,3,Labridae,Macroinvertivore,che.fasc,1
Monkey's Butt,Lagoon,2011,shallow,3,Labridae,Macroinvertivore,cho.fasc,1
Monkey's Butt,Lagoon,2011,shallow,3,Labridae,Microinvertivore,lab.dimi,1
Monkey's Butt,Lagoon,2011,shallow,3,Lutjanidae,Carnivore,lut.flma,1
Monkey's Butt,Lagoon,2011,shallow,3,Lutjanidae,Carnivore,lut.quin,5
Monkey's Butt,Lagoon,2011,shallow,3,Mullidae,Macroinvertivore,par.barb,1
Monkey's Butt,Lagoon,2011,shallow,3,Nemipteridae,Carnivore,sco.marg,1
Monkey's Butt,Lagoon,2011,shallow,3,Pomacanthidae,Omnivore,cen.bico,1
Monkey's Butt,Lagoon,2011,shallow,3,Pomacentridae,Extensive farmer,hgy.plag,3
Monkey's Butt,Lagoon,2011,shallow,3,Pomacentridae,Extensive farmer,pom.gram,2
Monkey's Butt,Lagoon,2011,shallow,3,Pomacentridae,Indeterminate farmer,pom.adel,18
Monkey's Butt,Lagoon,2011,shallow,3,Pomacentridae,Omnivore,amb.leuc,1
Monkey's Butt,Lagoon,2011,shallow,3,Pomacentridae,Omnivore,pom.ambo,10
Monkey's Butt,Lagoon,2011,shallow,3,Pomacentridae,Omnivore,pom.brac,27
Monkey's Butt,Lagoon,2011,shallow,3,Pomacentridae,Omnivore,pom.molu,31
Monkey's Butt,Lagoon,2011,shallow,3,Pomacentridae,Planktivore,amb.cura,12
Monkey's Butt,Lagoon,2011,shallow,3,Pomacentridae,Planktivore,chy.roll,16
Monkey's Butt,Lagoon,2011,shallow,3,Scaridae,Excavator,chs.sord,1
Monkey's Butt,Lagoon,2011,shallow,3,Scaridae,Scraper,sca.flav,5
Monkey's Butt,Lagoon,2011,shallow,3,Scaridae,Scraper,sca.nigr,1
Monkey's Butt,Lagoon,2011,shallow,3,Serranidae,Hunting piscivore,pms.leop,1
Monkey's Butt,Lagoon,2011,shallow,3,Siganidae,Browser,sig.doli,2
Monkey's Butt,Lagoon,2011,shallow,3,Siganidae,Browser,sig.pmus,2
Monkey's Butt,Lagoon,2015,deep,1,Acanthuridae,Cropper,aca.ncus,1
Monkey's Butt,Lagoon,2015,deep,1,Acanthuridae,Grazer,aca.bloc,7
Monkey's Butt,Lagoon,2015,deep,1,Chaetodontidae,Facultative corallivore,cha.mela,2
Monkey's Butt,Lagoon,2015,deep,1,Chaetodontidae,Omnivore,cha.auri,2
Monkey's Butt,Lagoon,2015,deep,1,Chaetodontidae,Omnivore,cha.ephi,2
Monkey's Butt,Lagoon,2015,deep,1,Chaetodontidae,Omnivore,cha.line,1
Monkey's Butt,Lagoon,2015,deep,1,Chaetodontidae,Omnivore,cha.vaga,2
Monkey's Butt,Lagoon,2015,deep,1,Haemulidae,Carnivore,dia.pict,1
Monkey's Butt,Lagoon,2015,deep,1,Labridae,Carnivore,oxy.orie,1
Monkey's Butt,Lagoon,2015,deep,1,Labridae,Carnivore,oxy.unif,1
Monkey's Butt,Lagoon,2015,deep,1,Labridae,Hunting piscivore,tha.luna,2
Monkey's Butt,Lagoon,2015,deep,1,Labridae,Microinvertivore,hal.mela,2
Monkey's Butt,Lagoon,2015,deep,1,Labridae,Microinvertivore,lab.dimi,1
Monkey's Butt,Lagoon,2015,deep,1,Labridae,Microinvertivore,pse.hexa,4
Monkey's Butt,Lagoon,2015,deep,1,Nemipteridae,Carnivore,sco.marg,1
Monkey's Butt,Lagoon,2015,deep,1,Nemipteridae,Macroinvertivore,sco.bili,2
Monkey's Butt,Lagoon,2015,deep,1,Pomacanthidae,Omnivore,cen.bico,2
Monkey's Butt,Lagoon,2015,deep,1,Pomacentridae,Indeterminate farmer,pom.adel,7
Monkey's Butt,Lagoon,2015,deep,1,Pomacentridae,Intensive farmer,dis.mela,2
Monkey's Butt,Lagoon,2015,deep,1,Pomacentridae,Omnivore,amb.leuc,2
Monkey's Butt,Lagoon,2015,deep,1,Pomacentridae,Omnivore,pom.ambo,11
Monkey's Butt,Lagoon,2015,deep,1,Pomacentridae,Omnivore,pom.brac,11
Monkey's Butt,Lagoon,2015,deep,1,Pomacentridae,Omnivore,pom.molu,8
Monkey's Butt,Lagoon,2015,deep,1,Pomacentridae,Planktivore,amb.cura,5
Monkey's Butt,Lagoon,2015,deep,1,Pomacentridae,Planktivore,chy.roll,4
Monkey's Butt,Lagoon,2015,deep,1,Pomacentridae,Planktivore,pom.naga,3
Monkey's Butt,Lagoon,2015,deep,1,Scaridae,Scraper,sca.flav,7
Monkey's Butt,Lagoon,2015,deep,1,Scaridae,Scraper,sca.nigr,1
Monkey's Butt,Lagoon,2015,deep,1,Siganidae,Browser,sig.doli,10
Monkey's Butt,Lagoon,2015,deep,2,Acanthuridae,Browser,nas.unic,1
Monkey's Butt,Lagoon,2015,deep,2,Acanthuridae,Grazer,aca.xant,3
Monkey's Butt,Lagoon,2015,deep,2,Acanthuridae,Grazer,cte.bino,4
Monkey's Butt,Lagoon,2015,deep,2,Acanthuridae,Grazer,cte.stri,3
Monkey's Butt,Lagoon,2015,deep,2,Chaetodontidae,Microinvertivore,chm.rost,1
Monkey's Butt,Lagoon,2015,deep,2,Chaetodontidae,Obligate corallivore,cha.ttus,2
Monkey's Butt,Lagoon,2015,deep,2,Chaetodontidae,Omnivore,cha.auri,3
Monkey's Butt,Lagoon,2015,deep,2,Chaetodontidae,Omnivore,cha.vaga,2
Monkey's Butt,Lagoon,2015,deep,2,Labridae,Hunting piscivore,tha.luna,3
Monkey's Butt,Lagoon,2015,deep,2,Labridae,Macroinvertivore,che.chlo,1
Monkey's Butt,Lagoon,2015,deep,2,Labridae,Macroinvertivore,cor.batu,3
Monkey's Butt,Lagoon,2015,deep,2,Labridae,Macroinvertivore,hem.melt,1
Monkey's Butt,Lagoon,2015,deep,2,Labridae,Microinvertivore,lab.dimi,4
Monkey's Butt,Lagoon,2015,deep,2,Lethrinidae,Carnivore,let.atki,1
Monkey's Butt,Lagoon,2015,deep,2,Lethrinidae,Macroinvertivore,mon.hete,4
Monkey's Butt,Lagoon,2015,deep,2,Lutjanidae,Hunting piscivore,lut.boha,1
Monkey's Butt,Lagoon,2015,deep,2,Pomacanthidae,Omnivore,cen.bico,6
Monkey's Butt,Lagoon,2015,deep,2,Pomacentridae,Indeterminate farmer,pom.adel,5
Monkey's Butt,Lagoon,2015,deep,2,Pomacentridae,Omnivore,pom.ambo,8
Monkey's Butt,Lagoon,2015,deep,2,Pomacentridae,Omnivore,pom.brac,10
Monkey's Butt,Lagoon,2015,deep,2,Pomacentridae,Omnivore,pom.molu,10
Monkey's Butt,Lagoon,2015,deep,2,Pomacentridae,Planktivore,chy.roll,4
Monkey's Butt,Lagoon,2015,deep,2,Pomacentridae,Planktivore,pom.naga,3
Monkey's Butt,Lagoon,2015,deep,2,Scaridae,Excavator,chs.sord,3
Monkey's Butt,Lagoon,2015,deep,2,Scaridae,Scraper,hip.long,3
Monkey's Butt,Lagoon,2015,deep,2,Scaridae,Scraper,sca.flav,6
Monkey's Butt,Lagoon,2015,deep,2,Scaridae,Scraper,sca.nigr,6
Monkey's Butt,Lagoon,2015,deep,2,Scaridae,Scraper,sca.rivu,1
Monkey's Butt,Lagoon,2015,deep,2,Serranidae,Carnivore,cep.cyan,1
Monkey's Butt,Lagoon,2015,deep,2,Serranidae,Hunting piscivore,pms.leop,1
Monkey's Butt,Lagoon,2015,deep,2,Siganidae,Browser,sig.doli,2
Monkey's Butt,Lagoon,2015,deep,2,Siganidae,Browser,sig.pmus,2
Monkey's Butt,Lagoon,2015,deep,3,Acanthuridae,Grazer,aca.bloc,4
Monkey's Butt,Lagoon,2015,deep,3,Acanthuridae,Planktivore,aca.thom,1
